cell_id,marker_a,marker_b,irregularity,growth_signal,actual_cancer,cancer_probability,decision
404,0.7327,0.7514,0.7868,0.7936,True,0.7604,UNCERTAIN
405,0.7749,0.8005,0.8352,0.6086,True,0.7601,UNCERTAIN
406,0.217,0.0,0.0452,0.3865,False,0.1623,PASS
407,0.3663,0.0,0.3166,0.4063,False,0.2728,PASS
408,0.1459,0.0,0.3354,0.4756,False,0.2132,PASS
409,0.9538,0.6577,0.6661,0.603,True,0.7521,UNCERTAIN
410,0.1718,0.4184,0.6309,0.0056,False,0.292,PASS
411,0.0716,0.2413,0.2892,0.4721,False,0.2376,PASS
412,0.1635,0.3545,0.2114,0.4438,False,0.2769,PASS
413,0.5349,0.2999,0.0594,0.3798,False,0.35,UNCERTAIN
414,0.4434,0.2871,0.3419,0.1174,False,0.3188,UNCERTAIN
415,0.2382,0.2545,0.5957,0.4178,False,0.3497,UNCERTAIN
416,0.6124,0.2588,0.4861,0.1489,False,0.4061,UNCERTAIN
417,0.4583,0.0,0.1425,0.4574,False,0.2804,PASS
418,0.6592,0.7795,0.7178,0.6114,True,0.6915,UNCERTAIN
419,0.6809,0.6991,0.5805,0.5138,True,0.6319,UNCERTAIN
420,0.0,0.6904,0.5281,0.2707,False,0.3324,UNCERTAIN
421,0.1223,0.1067,0.1262,0.129,False,0.1205,PASS
422,0.3154,0.0,0.168,0.1267,False,0.1693,PASS
423,0.1489,0.4989,0.0,0.2956,False,0.236,PASS
424,0.2168,0.0872,0.3279,0.2681,False,0.2169,PASS
425,0.7272,0.7916,0.9347,0.5934,True,0.758,UNCERTAIN
426,1.0,0.5828,1.0,0.9853,True,0.8928,TARGET
427,0.2474,0.1326,0.0,0.2205,False,0.1638,PASS
428,0.3621,0.4559,0.0,0.5299,False,0.3467,UNCERTAIN
429,0.1107,0.306,0.4159,0.2999,False,0.2584,PASS
430,0.6436,0.7473,0.7947,0.6989,True,0.7108,UNCERTAIN
431,0.1232,0.3923,0.0,0.0119,False,0.1436,PASS
432,0.4216,0.2001,0.0545,0.1665,False,0.2418,PASS
433,0.2891,0.1757,0.039,0.6039,False,0.2737,PASS
434,0.4695,0.1378,0.3468,0.4314,False,0.3544,UNCERTAIN
435,1.0,0.673,0.7196,0.8719,True,0.8366,UNCERTAIN
436,0.0,0.2897,0.1113,0.1105,False,0.1168,PASS
437,0.2558,0.1536,0.0638,0.3163,False,0.204,PASS
438,0.0327,0.3787,0.4769,0.3346,False,0.2684,PASS
439,0.1843,0.4609,0.0958,0.1582,False,0.2306,PASS
440,0.7823,0.9492,0.9751,0.9676,True,0.8997,TARGET
441,0.8251,0.9009,0.7254,0.5796,True,0.775,UNCERTAIN
442,0.9748,1.0,1.0,0.4263,True,0.8764,TARGET
443,0.4444,0.3845,0.1967,0.1314,False,0.3173,UNCERTAIN
444,0.3574,0.3273,0.1622,0.4613,False,0.3316,UNCERTAIN
445,0.5457,0.1992,0.1407,0.0,False,0.2689,PASS
446,0.1617,0.1169,0.4358,0.4399,False,0.2609,PASS
447,0.1558,0.1301,0.1619,0.4494,False,0.2093,PASS
448,0.8121,0.7799,0.9706,0.6897,True,0.8113,UNCERTAIN
449,1.0,0.6024,0.7352,0.6192,True,0.7715,UNCERTAIN
450,0.1399,0.3607,0.1426,0.2089,False,0.2094,PASS
451,0.1041,0.2977,0.0225,0.3111,False,0.1776,PASS
452,0.0466,0.3858,0.1446,0.0,False,0.1417,PASS
453,0.6351,0.3511,0.5875,0.218,False,0.4711,UNCERTAIN
454,0.8296,0.5284,0.5498,0.5836,True,0.6491,UNCERTAIN
455,0.2343,0.2005,0.0,0.271,False,0.1863,PASS
456,0.1187,0.32,0.2222,0.7847,False,0.3229,UNCERTAIN
457,0.2071,0.0646,0.185,0.4056,False,0.2068,PASS
458,0.3297,0.3906,0.1048,0.4045,False,0.3149,UNCERTAIN
459,0.7376,0.8693,0.9854,1.0,True,0.8726,TARGET
460,0.0,0.4595,0.1201,0.4107,False,0.221,PASS
461,0.198,0.3445,0.0,0.1569,False,0.1868,PASS
462,0.3987,0.591,0.2561,0.0,False,0.3385,UNCERTAIN
463,0.9074,0.6495,0.9062,0.4365,True,0.7485,UNCERTAIN
464,0.4451,0.3169,0.3135,0.1599,False,0.3297,UNCERTAIN
465,0.9329,0.5113,0.6784,0.9413,True,0.7783,UNCERTAIN
466,0.0,0.44,0.0,0.3394,False,0.1779,PASS
467,0.7203,0.6887,0.5532,0.6241,True,0.6597,UNCERTAIN
468,1.0,0.5134,0.8739,0.5814,True,0.7694,UNCERTAIN
469,0.3284,0.3846,0.0544,0.1504,False,0.2521,PASS
470,0.1346,0.3109,0.4393,0.3062,False,0.2739,PASS
471,0.8799,0.6847,0.8365,0.7273,True,0.7919,UNCERTAIN
472,0.5469,0.0123,0.1838,0.0289,False,0.237,PASS
473,0.1932,0.2673,0.0364,0.2485,False,0.1914,PASS
474,0.3267,0.3658,0.3443,0.4255,False,0.3597,UNCERTAIN
475,0.4911,0.2277,0.0,0.3304,False,0.2949,PASS
476,0.6865,0.9901,0.7384,0.3923,True,0.7139,UNCERTAIN
477,0.8895,0.7264,0.8492,0.8029,True,0.8234,UNCERTAIN
478,0.1818,0.4238,0.2498,0.1105,False,0.2416,PASS
479,0.1889,0.3495,0.5867,0.2192,False,0.3147,UNCERTAIN
480,0.2131,0.3191,0.0,0.2722,False,0.2088,PASS
481,0.6902,0.724,0.46,0.7382,True,0.6622,UNCERTAIN
482,0.1004,0.0,0.1405,0.0102,False,0.0653,PASS
483,0.0226,0.1389,0.1874,0.2369,False,0.1275,PASS
484,0.2995,0.5742,0.2448,0.2417,False,0.3457,UNCERTAIN
485,0.3824,0.4544,0.245,0.4181,False,0.38,UNCERTAIN
486,0.0614,0.5274,0.1498,0.3299,False,0.2493,PASS
487,0.6372,0.6924,0.8317,0.7226,True,0.707,UNCERTAIN
488,0.3548,0.0512,0.2997,0.2867,False,0.2542,PASS
489,0.6687,0.8594,0.5782,0.7953,True,0.7236,UNCERTAIN
490,0.2224,0.1841,0.0,0.246,False,0.1731,PASS
491,0.5474,0.4816,0.4727,0.2462,False,0.4557,UNCERTAIN
492,0.7336,0.6572,0.7359,0.507,True,0.6697,UNCERTAIN
493,0.4098,0.1593,0.2212,0.6729,False,0.3621,UNCERTAIN
494,0.3494,0.5445,0.2511,0.5056,False,0.4097,UNCERTAIN
495,0.3597,0.5826,0.2681,0.2091,False,0.367,UNCERTAIN
496,0.2172,0.3477,0.0,0.482,False,0.2593,PASS
497,0.529,0.7013,1.0,0.674,True,0.6952,UNCERTAIN
498,0.1626,0.154,0.5751,0.097,False,0.2298,PASS
499,0.697,0.8455,0.682,0.7588,True,0.7435,UNCERTAIN
500,0.3438,0.3046,0.2182,0.0994,False,0.26,PASS
501,1.0,0.6809,0.6022,0.5671,True,0.7541,UNCERTAIN
502,0.039,0.1269,0.141,0.1969,False,0.1129,PASS
503,0.5815,0.4228,0.4499,0.2806,False,0.4553,UNCERTAIN
504,0.1443,0.2155,0.6327,0.3976,False,0.3104,UNCERTAIN
505,0.5612,0.5078,0.3422,0.1812,False,0.4281,UNCERTAIN
506,0.2584,0.4322,0.5331,0.5444,False,0.414,UNCERTAIN
507,0.4034,0.3938,0.455,0.2141,False,0.3735,UNCERTAIN
508,0.1978,0.0,0.3141,0.1838,False,0.1688,PASS
509,0.9522,0.6922,0.8978,0.6498,True,0.8159,UNCERTAIN
510,0.0986,0.1562,0.0743,0.4537,False,0.1792,PASS
511,0.112,0.4826,0.0,0.2808,False,0.216,PASS
512,0.7875,0.7168,0.8273,0.3343,True,0.6871,UNCERTAIN
513,0.9434,0.8772,0.6299,0.7337,True,0.8222,UNCERTAIN
514,0.4023,0.0931,0.4916,0.085,False,0.2794,PASS
515,0.0902,0.1507,0.2807,0.206,False,0.1666,PASS
516,0.042,0.3166,0.0064,0.5466,False,0.2044,PASS
517,0.2462,0.1805,0.1061,0.547,False,0.2619,PASS
518,0.0733,0.165,0.258,0.3293,False,0.1844,PASS
519,0.4184,0.4906,0.1908,0.4723,False,0.4017,UNCERTAIN
520,0.1359,0.0,0.2523,0.214,False,0.1408,PASS
521,0.5057,0.1829,0.2246,0.4052,False,0.3487,UNCERTAIN
522,0.0,0.212,0.5449,0.3817,False,0.2383,PASS
523,0.2558,0.7131,0.4372,0.2593,False,0.4071,UNCERTAIN
524,0.4302,0.3963,0.1023,0.1285,False,0.2958,PASS
525,0.1851,0.2556,0.0,0.3673,False,0.2021,PASS
526,0.7265,0.9787,0.9227,0.8532,True,0.8541,TARGET
527,0.2488,0.3501,0.3163,0.3271,False,0.3033,UNCERTAIN
528,0.2988,0.4402,0.0,0.3877,False,0.2922,PASS
529,0.229,0.423,0.1759,0.5188,False,0.3249,UNCERTAIN
530,0.2213,0.4072,0.2175,0.116,False,0.2459,PASS
531,0.8964,0.8949,0.9466,0.6182,True,0.8504,TARGET
532,1.0,0.8022,0.6406,0.9451,True,0.8677,TARGET
533,0.2771,0.1322,0.7669,0.3418,False,0.3518,UNCERTAIN
534,0.3265,0.0,0.3703,0.3591,False,0.2602,PASS
535,0.3041,0.1789,0.4616,0.3508,False,0.3137,UNCERTAIN
536,0.3519,0.1875,0.301,0.3317,False,0.2966,PASS
537,0.1796,0.1069,0.0,0.1516,False,0.1199,PASS
538,0.348,0.5739,0.3523,0.1033,False,0.3564,UNCERTAIN
539,0.2133,0.595,0.2758,0.2586,False,0.3303,UNCERTAIN
540,0.7545,0.6277,0.7768,0.6226,True,0.7009,UNCERTAIN
541,0.3409,0.0947,0.2211,0.4509,False,0.2774,PASS
542,0.1192,0.0439,0.3667,0.1914,False,0.1643,PASS
543,0.0974,0.2219,0.1272,0.2675,False,0.1685,PASS
544,0.5412,0.4613,0.3912,0.1795,False,0.4189,UNCERTAIN
545,0.1627,0.1805,0.0,0.2114,False,0.1444,PASS
546,0.9692,0.6669,0.6429,0.3354,True,0.7016,UNCERTAIN
547,0.1331,0.4019,0.1324,0.2914,False,0.2318,PASS
548,0.1528,0.2139,0.1354,0.3726,False,0.2086,PASS
549,0.3251,0.3242,0.557,0.3826,False,0.3828,UNCERTAIN
550,0.2024,0.1478,0.0,0.0,False,0.1078,PASS
551,1.0,1.0,0.4756,0.8038,True,0.8559,TARGET
552,0.7181,0.5196,0.5823,0.7146,True,0.6406,UNCERTAIN
553,0.0,0.4298,0.1715,0.4487,False,0.2315,PASS
554,0.2586,0.1761,0.0112,0.0827,False,0.1533,PASS
555,0.6396,0.896,0.447,0.8655,True,0.7104,UNCERTAIN
556,0.25,0.4271,0.436,0.0216,False,0.2858,PASS
557,0.4328,0.0,0.2554,0.1751,False,0.2376,PASS
558,0.1393,0.1934,0.0,0.3708,False,0.1712,PASS
559,0.7479,0.5756,1.0,0.7084,True,0.7473,UNCERTAIN
560,0.3468,0.2731,0.0,0.2172,False,0.2331,PASS
561,0.0,0.1227,0.1742,0.0941,False,0.0843,PASS
562,0.6894,0.6012,0.5151,0.8056,True,0.6557,UNCERTAIN
563,0.2521,0.4918,0.2472,0.1634,False,0.2933,PASS
564,0.1174,0.2826,0.1075,0.3611,False,0.2055,PASS
565,0.335,0.5845,0.1072,0.2325,False,0.3313,UNCERTAIN
566,0.136,0.4505,0.0,0.5886,False,0.278,PASS
567,0.4168,0.5478,0.0071,0.2446,False,0.3332,UNCERTAIN
568,0.058,0.4799,0.4336,0.1268,False,0.2524,PASS
569,0.2676,0.2821,0.2658,0.1998,False,0.2573,PASS
570,0.7897,0.5153,0.8716,0.7433,True,0.7282,UNCERTAIN
571,0.2738,0.5265,0.2018,0.4493,False,0.3577,UNCERTAIN
572,0.2983,0.2124,0.0,0.2816,False,0.2138,PASS
573,0.2635,0.1089,0.0,0.177,False,0.1548,PASS
574,0.7524,0.5645,0.5438,0.6391,True,0.6411,UNCERTAIN
575,0.8376,0.8147,0.5739,0.6592,True,0.7434,UNCERTAIN
576,0.4356,0.2456,0.4707,0.1683,False,0.3417,UNCERTAIN
577,0.7675,0.7166,0.7168,0.654,True,0.7219,UNCERTAIN
578,0.0,0.2199,0.2052,0.213,False,0.1386,PASS
579,0.1109,0.2189,0.3657,0.0555,False,0.1778,PASS
580,0.0,0.6376,0.3058,0.2412,False,0.2688,PASS
581,0.0093,0.6079,0.3701,0.2568,False,0.2806,PASS
582,0.9759,0.6251,0.9551,0.7505,True,0.839,UNCERTAIN
583,0.2917,0.0,0.2101,0.7405,False,0.2922,PASS
584,0.3809,0.2164,0.4965,0.2568,False,0.3381,UNCERTAIN
585,0.2741,0.1561,0.2263,0.1803,False,0.2163,PASS
586,0.1461,0.1284,0.2305,0.4963,False,0.2286,PASS
587,0.8118,0.596,0.4054,0.9959,True,0.7134,UNCERTAIN
588,0.007,0.0951,0.3879,0.0662,False,0.117,PASS
589,0.4258,0.0,0.3298,0.1431,False,0.2436,PASS
590,0.4313,0.2204,0.0,0.5237,False,0.3108,UNCERTAIN
591,0.5023,0.224,0.2511,0.0233,False,0.2867,PASS
592,0.4934,0.2551,0.3827,0.2035,False,0.3537,UNCERTAIN
593,0.0095,0.0191,0.1964,0.6532,False,0.178,PASS
594,0.1083,0.4819,0.2681,0.5417,False,0.3204,UNCERTAIN
595,0.2571,0.0,0.2472,0.3539,False,0.2102,PASS
596,0.8877,0.6182,0.5334,0.8464,True,0.7412,UNCERTAIN
597,0.1856,0.271,0.5959,0.4433,False,0.3405,UNCERTAIN
598,0.1966,0.1098,0.4098,0.2258,False,0.2234,PASS
599,0.3446,0.2113,0.0799,0.091,False,0.2076,PASS
600,0.1587,0.288,0.3381,0.0,False,0.1951,PASS
601,0.6314,0.0,0.0,0.2948,False,0.2799,PASS
602,1.0,0.5934,0.6283,0.6227,True,0.7486,UNCERTAIN
603,0.1562,0.0162,0.2214,0.3429,False,0.1716,PASS
604,0.329,0.3087,0.6397,0.0,False,0.3203,UNCERTAIN
605,0.0,0.6177,0.4654,0.3664,False,0.3208,UNCERTAIN
606,0.3609,0.366,0.3857,0.3438,False,0.3637,UNCERTAIN
607,0.387,0.2803,0.5299,0.2017,False,0.3519,UNCERTAIN
608,0.8833,0.5806,0.9103,0.9048,True,0.8173,UNCERTAIN
609,0.7374,0.3622,0.7074,0.9728,True,0.6847,UNCERTAIN
610,0.5156,0.9479,0.9274,0.8379,True,0.7705,UNCERTAIN
611,0.0247,0.4185,0.0,0.1765,False,0.1486,PASS
612,0.6413,0.2725,0.0,0.2007,False,0.3327,UNCERTAIN
613,0.0,0.5,0.2756,0.0301,False,0.1861,PASS
614,0.2805,0.2369,0.0,0.1019,False,0.1778,PASS
615,0.5081,0.8272,0.6141,0.6844,True,0.6443,UNCERTAIN
616,0.2623,0.2928,0.2634,0.573,False,0.3323,UNCERTAIN
617,1.0,0.5551,0.4712,0.9496,True,0.7729,UNCERTAIN
618,0.3362,0.1031,0.2506,0.1942,False,0.2324,PASS
619,0.9316,0.6829,0.9562,0.7368,True,0.8354,UNCERTAIN
620,0.2205,0.2571,0.1809,0.1346,False,0.2046,PASS
621,0.1428,0.3052,0.1323,0.2533,False,0.2034,PASS
622,0.63,0.5293,0.7908,1.0,True,0.711,UNCERTAIN
623,0.2309,0.2627,0.2809,0.0,False,0.2027,PASS
624,0.2084,0.1906,0.0208,0.0379,False,0.1323,PASS
625,0.3498,0.0,0.0,0.2574,False,0.1739,PASS
626,0.9916,0.888,0.6745,0.9273,True,0.8894,TARGET
627,0.2744,0.2338,0.3801,0.473,False,0.3251,UNCERTAIN
628,0.6478,0.6164,0.7248,1.0,True,0.7258,UNCERTAIN
629,0.4915,0.2046,0.3439,0.1022,False,0.3124,UNCERTAIN
630,0.6533,0.6758,1.0,0.7896,True,0.7555,UNCERTAIN
631,0.6156,0.7607,0.8799,0.7023,True,0.7221,UNCERTAIN
632,0.0,0.3446,0.1738,0.5827,False,0.2374,PASS
633,0.3743,0.3733,0.1656,0.1539,False,0.2882,PASS
634,0.2548,0.3229,0.4311,0.272,False,0.3105,UNCERTAIN
635,0.1696,0.2748,0.3193,0.468,False,0.2855,PASS
636,0.8226,0.476,0.9732,0.4748,True,0.6965,UNCERTAIN
637,0.144,0.2518,0.0,0.3997,False,0.1933,PASS
638,0.4434,0.3131,0.2831,0.4476,False,0.3796,UNCERTAIN
639,0.2968,0.2436,0.0242,0.2756,False,0.2247,PASS
640,0.2374,0.1951,0.3755,0.2023,False,0.2474,PASS
641,0.8824,1.0,0.4584,0.906,True,0.8317,UNCERTAIN
642,0.2112,0.2137,0.1402,0.3704,False,0.2295,PASS
643,0.4304,0.268,0.9542,0.8367,True,0.5758,UNCERTAIN
644,0.6669,0.8843,0.5735,1.0,True,0.7692,UNCERTAIN
645,0.0962,0.0,0.4451,0.3042,False,0.1835,PASS
646,0.1854,0.3463,0.2838,0.3419,False,0.2766,PASS
647,0.3086,0.1393,0.3972,0.4141,False,0.3051,UNCERTAIN
648,0.106,0.6417,0.456,0.0937,False,0.3075,UNCERTAIN
649,0.0971,0.0057,0.2421,0.2718,False,0.1382,PASS
650,0.3534,0.0,0.2014,0.2238,False,0.2087,PASS
651,0.9463,0.8354,0.7868,0.6537,True,0.8282,UNCERTAIN
652,0.9328,0.8514,0.9366,0.8915,True,0.905,TARGET
653,0.1723,0.4086,0.3239,0.1705,False,0.2613,PASS
654,0.2404,0.0311,0.2068,0.1402,False,0.1613,PASS
655,0.4348,0.4868,0.3164,0.0428,False,0.3457,UNCERTAIN
656,0.4474,0.2979,0.2408,0.3198,False,0.3432,UNCERTAIN
657,0.1134,0.3733,0.431,0.0752,False,0.2343,PASS
658,0.6712,0.7292,1.0,0.7165,True,0.7605,UNCERTAIN
659,0.1909,0.3205,0.5197,0.5475,False,0.3604,UNCERTAIN
660,0.5217,0.3509,0.3696,0.3032,False,0.4049,UNCERTAIN
661,0.3617,0.0,0.2765,0.487,False,0.2793,PASS
662,0.5767,0.597,0.5636,0.8459,True,0.633,UNCERTAIN
663,0.1879,0.2852,0.2485,0.2279,False,0.2323,PASS
664,0.9475,0.7333,0.4288,0.6248,True,0.7257,UNCERTAIN
665,0.283,0.446,0.5157,0.0292,False,0.3195,UNCERTAIN
666,0.0483,0.2144,0.003,0.2744,False,0.126,PASS
667,0.7895,0.8189,0.8189,0.8284,True,0.8105,UNCERTAIN
668,0.3763,0.4363,0.8216,0.6431,True,0.5337,UNCERTAIN
669,0.2452,0.3187,0.1596,0.0,False,0.1974,PASS
670,0.6176,0.5816,0.8032,0.8505,True,0.6923,UNCERTAIN
671,0.8896,0.7305,0.5413,0.7038,True,0.743,UNCERTAIN
672,0.5706,0.3998,0.233,0.2441,False,0.3951,UNCERTAIN
673,0.1796,0.2516,0.2127,0.2804,False,0.2244,PASS
674,0.8696,0.994,0.7422,0.6486,True,0.831,UNCERTAIN
675,1.0,0.6619,0.8912,1.0,True,0.8937,TARGET
676,0.1365,0.5406,0.3476,0.604,False,0.3733,UNCERTAIN
677,0.357,0.4603,0.145,0.1783,False,0.3047,UNCERTAIN
678,0.3564,0.3875,0.3244,0.3259,False,0.3517,UNCERTAIN
679,0.5258,0.6568,0.4606,0.871,True,0.6145,UNCERTAIN
680,0.3216,0.7814,0.3023,0.5404,False,0.4765,UNCERTAIN
681,0.1888,0.2776,0.2805,0.2962,False,0.2508,PASS
682,0.0929,0.3028,0.563,0.0399,False,0.2288,PASS
683,0.9654,0.9083,0.695,0.904,True,0.8848,TARGET
684,0.6412,0.3339,0.3524,0.0,False,0.3784,UNCERTAIN
685,0.8058,0.7994,0.6173,0.685,True,0.7424,UNCERTAIN
686,0.0414,0.18,0.3051,0.3928,False,0.1991,PASS
687,0.1494,0.3382,0.4892,0.401,False,0.3149,UNCERTAIN
688,0.4594,0.3507,0.0861,0.2367,False,0.313,UNCERTAIN
689,0.1194,0.236,0.0,0.4432,False,0.1894,PASS
690,0.1829,0.2157,0.4407,0.2946,False,0.265,PASS
691,0.1564,0.1501,0.4815,0.027,False,0.194,PASS
692,0.0,0.1173,0.0,0.0992,False,0.0492,PASS
693,0.2409,0.6152,0.1738,0.6207,False,0.397,UNCERTAIN
694,0.4028,0.2452,0.1049,0.0459,False,0.2324,PASS
695,0.3924,0.2769,0.2171,0.317,False,0.3134,UNCERTAIN
696,0.337,0.0,0.1608,0.0,False,0.1501,PASS
697,0.6498,0.4454,0.7356,0.6929,True,0.6245,UNCERTAIN
698,0.2864,0.3031,0.2327,0.4203,False,0.3066,UNCERTAIN
699,0.7418,0.7302,0.7545,0.7112,True,0.7353,UNCERTAIN
700,0.7343,0.7644,0.6189,0.8673,True,0.7453,UNCERTAIN
701,0.0193,0.3071,0.0,0.1362,False,0.1108,PASS
702,0.1415,0.4242,0.0,0.1127,False,0.1781,PASS
703,0.0786,0.3713,0.1044,0.1589,False,0.173,PASS
704,0.3605,0.1038,0.0962,0.0802,False,0.1874,PASS
705,0.879,0.7243,0.5692,0.696,True,0.7418,UNCERTAIN
706,0.9077,0.6867,1.0,0.899,True,0.8692,TARGET
707,0.7967,0.366,0.8448,0.6755,True,0.6744,UNCERTAIN
708,0.9757,0.7996,0.5387,0.4215,True,0.7334,UNCERTAIN
709,0.3254,0.3292,0.5294,0.2518,False,0.3524,UNCERTAIN
710,0.1801,0.2218,0.6007,0.1689,False,0.2724,PASS
711,0.0899,0.3903,0.0607,0.5428,False,0.2497,PASS
712,0.1708,0.2794,0.411,0.2892,False,0.2697,PASS
713,0.0059,0.3944,0.2611,0.1805,False,0.189,PASS
714,0.8746,0.5649,0.5519,0.7724,True,0.7122,UNCERTAIN
715,0.3048,0.4414,0.0,0.1959,False,0.2562,PASS
716,0.8682,0.8551,0.5776,0.5131,True,0.7358,UNCERTAIN
717,0.2411,0.1281,0.0,0.1589,False,0.1482,PASS
718,1.0,0.4231,0.9273,0.5938,True,0.76,UNCERTAIN
719,0.9663,0.9875,0.6311,0.498,True,0.8109,UNCERTAIN
720,0.0,0.3854,0.226,0.391,False,0.2197,PASS
721,0.9197,0.7674,1.0,0.5151,True,0.8168,UNCERTAIN
722,0.3364,0.2043,0.1317,0.2901,False,0.2531,PASS
723,0.3026,0.1626,0.3318,0.1872,False,0.2504,PASS
724,0.5044,0.2418,0.1371,0.3092,False,0.3263,UNCERTAIN
725,0.3082,0.1774,0.3532,0.3542,False,0.2937,PASS
726,0.1628,0.2607,0.3672,0.0604,False,0.2077,PASS
727,0.0464,0.313,0.3802,0.4673,False,0.264,PASS
728,0.5505,0.0,0.3547,0.1144,False,0.2865,PASS
729,0.1031,0.0452,0.3023,0.4876,False,0.2053,PASS
730,0.7889,0.8012,0.852,0.8406,True,0.8149,UNCERTAIN
731,0.3276,0.3608,0.1667,0.2856,False,0.2953,PASS
732,0.507,0.5896,0.0,0.3606,False,0.397,UNCERTAIN
733,0.915,0.5908,1.0,0.9044,True,0.8488,UNCERTAIN
734,0.063,0.3296,0.2954,0.2911,False,0.2217,PASS
735,0.649,0.8172,0.2834,0.5177,True,0.5917,UNCERTAIN
736,0.5458,0.0,0.4784,0.1198,False,0.3107,UNCERTAIN
737,0.4846,0.3445,0.2314,0.0,False,0.302,UNCERTAIN
738,0.6707,0.0,0.218,0.0204,False,0.2824,PASS
739,0.2767,0.1369,0.2881,0.3864,False,0.266,PASS
740,0.6075,0.3,0.239,0.2197,False,0.3794,UNCERTAIN
741,0.1606,0.1149,0.2031,0.1873,False,0.163,PASS
742,0.2511,0.0,0.0315,0.0844,False,0.1111,PASS
743,0.0551,0.2492,0.1975,0.4195,False,0.205,PASS
744,0.5579,0.5787,0.5047,0.6565,True,0.5722,UNCERTAIN
745,0.9437,0.5778,0.8304,0.824,True,0.8056,UNCERTAIN
746,0.5008,0.1433,0.251,0.1805,False,0.2974,PASS
747,0.3293,0.2486,0.2691,0.0636,False,0.244,PASS
748,0.1065,0.5633,0.3066,0.1471,False,0.2688,PASS
749,0.4566,0.3611,0.3863,0.0,False,0.3273,UNCERTAIN
750,0.0366,0.0,0.1584,0.1266,False,0.0698,PASS
751,0.2684,0.3111,0.5021,0.4306,False,0.3582,UNCERTAIN
752,0.0777,0.2555,0.2486,0.2296,False,0.1867,PASS
753,1.0,0.8757,0.8132,0.9016,True,0.9119,TARGET
754,0.2623,0.015,0.5083,0.1352,False,0.2243,PASS
755,0.2826,0.0762,0.0,0.2508,False,0.1681,PASS
756,0.0603,0.2832,0.2982,0.0912,False,0.1698,PASS
757,0.2002,0.4194,0.3408,0.3286,False,0.3088,UNCERTAIN
758,0.2166,0.3106,0.3595,0.0,False,0.2254,PASS
759,0.0035,0.2242,0.2524,0.3364,False,0.1751,PASS
760,0.3522,0.1992,0.0,0.2755,False,0.2282,PASS
761,1.0,0.6982,0.7699,0.8027,True,0.8391,UNCERTAIN
762,0.1527,0.361,0.2026,0.6214,False,0.3085,UNCERTAIN
763,1.0,0.4715,0.485,0.6101,True,0.6869,UNCERTAIN
764,0.3223,0.0,0.4535,0.3428,False,0.2721,PASS
765,0.3547,0.4088,0.0768,0.2156,False,0.2848,PASS
766,0.2334,0.3099,0.0527,0.4141,False,0.2525,PASS
767,0.1714,0.1897,0.1593,0.5243,False,0.2442,PASS
768,0.4219,0.182,0.0,0.2291,False,0.239,PASS
769,0.8028,0.6728,0.9152,0.8298,True,0.7982,UNCERTAIN
770,0.6762,0.3684,1.0,0.5719,True,0.6432,UNCERTAIN
771,0.2718,0.1023,0.256,0.2715,False,0.2262,PASS
772,0.3942,0.5838,0.9122,0.6826,True,0.6029,UNCERTAIN
773,0.3619,0.2224,0.2268,0.2407,False,0.2758,PASS
774,0.7657,0.2996,0.0049,0.217,False,0.3873,UNCERTAIN
775,0.7392,0.8728,0.4576,0.8012,True,0.7287,UNCERTAIN
776,0.0819,0.5361,0.3628,0.1579,False,0.2668,PASS
777,0.178,0.0,0.0117,0.0954,False,0.0837,PASS
778,0.7112,0.4895,0.6328,0.734,True,0.6447,UNCERTAIN
779,0.221,0.0624,0.284,0.3405,False,0.2179,PASS
780,0.1783,0.0645,0.1596,0.0927,False,0.129,PASS
781,0.3694,0.549,0.3043,0.1988,False,0.3672,UNCERTAIN
782,0.262,0.4103,0.0195,0.1356,False,0.2253,PASS
783,0.1939,0.2287,0.3713,0.392,False,0.2777,PASS
784,0.2199,0.2238,0.3807,0.468,False,0.3026,UNCERTAIN
785,0.398,0.3337,0.0,0.4042,False,0.3036,UNCERTAIN
786,0.0919,0.1997,0.0716,0.0058,False,0.0976,PASS
787,0.2003,0.2131,0.1229,0.5408,False,0.2561,PASS
788,0.0,0.1242,0.1716,0.1683,False,0.099,PASS
789,0.4225,0.221,0.1041,0.0,False,0.224,PASS
790,0.8531,1.0,0.8925,0.8157,True,0.8902,TARGET
791,0.0626,0.6302,0.4022,0.0679,False,0.2735,PASS
792,0.2759,0.3872,0.3443,0.4124,False,0.3447,UNCERTAIN
793,0.4439,0.2796,0.397,0.2643,False,0.3576,UNCERTAIN
794,0.1329,0.3951,0.1166,0.0,False,0.1686,PASS
795,0.3012,0.1383,0.0652,0.4599,False,0.245,PASS
796,0.9863,0.8264,0.7234,0.7027,True,0.8371,UNCERTAIN
797,0.5619,0.1209,0.1624,0.0285,False,0.2651,PASS
798,0.4194,0.2852,0.2247,0.3905,False,0.3411,UNCERTAIN
799,0.2572,0.2363,0.0068,0.5487,False,0.2602,PASS
800,0.266,0.3735,0.076,0.1056,False,0.2228,PASS
801,0.2493,0.2636,0.1351,0.5,False,0.2802,PASS
802,0.0575,0.5365,0.2097,0.0,False,0.1962,PASS
803,0.0377,0.0717,0.0,0.196,False,0.0703,PASS
804,0.7939,0.584,0.7368,0.7162,True,0.7145,UNCERTAIN
805,0.2234,0.0,0.1329,0.3971,False,0.1842,PASS
806,0.2235,0.1326,0.1393,0.1111,False,0.1615,PASS
